2000 4707
877 1367 1681
878 1009 1057
878 1040 1927
878 1383 1637
879 911 1110
879 930 1816
879 1197 1535
879 1405 1941
880 934 1251
880 1167 1313
880 1312 1847
881 1070 1371
882 1067 1328
882 1341 1511
883 919 1186
883 960 1088
883 1230 1997
884 1763 1975
885 916 1314
885 1141 1902
885 1218 1659
885 1465 1739
887 1129 1787
887 1395 1521
888 965 1407
888 1598 1723
889 939 1445
891 1664 1848
891 1723 1848
892 894 1728
892 1133 1551
893 1123 1185
893 1266 1407
893 1569 1990
894 1573 1632
894 1578 1940
894 1597 1876
894 1862 1884
896 936 1941
896 1241 1766
896 1527 1700
898 1370 1556
898 1730 1961
899 1178 1340
899 1666 1668
901 1066 1712
901 1732 1758
902 1020 1108
903 1025 1942
903 1132 1697
903 1268 1661
904 1003 1633
904 1317 1900
904 1419 1706
904 1442 1527
904 1577 1731
905 1245 1495
905 1781 1860
906 1562 1700
907 1005 1750
907 1185 1484
907 1831 1849
908 978 1693
908 1258 1670
908 1469 1683
908 1640 1821
909 1151 1921
910 1103 1799
910 1118 1901
910 1314 1820
910 1371 1431
910 1636 1964
911 991 1945
912 919 1030
912 952 1413
912 1005 1923
912 1090 1240
912 1383 1573
912 1390 1516
914 1697 1774
915 1211 1943
916 1196 1403
917 1003 1585
917 1071 1480
917 1653 1890
917 1680 1719
918 996 1628
918 1251 1845
918 1270 1524
918 1437 1927
919 1352 1656
921 1078 1410
921 1193 1363
921 1296 1834
921 1455 1898
922 925 960
924 1147 1814
925 1048 1887
925 1108 1128
925 1375 1725
925 1594 1604
926 1031 1938
926 1683 1847
927 1194 1561
927 1500 1589
928 1164 1697
929 997 1653
929 1130 1170
929 1428 1979
930 1394 1875
930 1925 1987
931 976 1287
931 1422 1576
932 946 1465
932 1058 1097
932 1642 1841
934 955 1373
934 1151 1925
934 1353 1887
935 953 1547
935 974 1368
935 1194 1988
935 1303 1475
935 1346 1662
937 1517 1793
938 1141 1464
938 1457 1862
939 1414 1935
940 948 1560
942 1173 1318
942 1283 1698
942 1284 1417
943 1052 1118
943 1078 1781
943 1154 1404
943 1567 1858
946 961 1068
946 1005 1111
946 1203 1922
946 1833 1882
948 1183 1598
948 1251 1902
948 1261 1515
948 1296 1635
948 1495 1952
949 963 1025
949 1018 1210
950 1119 1150
951 1050 1431
951 1165 1229
952 1071 1422
952 1164 1915
952 1203 1920
952 1260 1649
953 1085 1473
954 978 992
954 1061 1062
954 1792 1940
955 1190 1322
955 1355 1906
957 1038 1991
958 1354 1901
959 1053 1359
959 1125 1877
959 1250 1870
960 970 1580
960 1298 1466
960 1534 1622
960 1674 1844
962 1068 1105
962 1587 1843
962 1829 1858
963 1099 1924
964 1077 1773
964 1087 1929
965 1024 1150
965 1419 1565
966 1145 1908
966 1552 1927
967 1238 1462
968 981 1889
969 975 1344
969 1025 1969
969 1030 1034
969 1369 1395
970 1397 1612
970 1425 1900
971 1379 1812
971 1716 1949
971 1803 1893
972 1034 1171
972 1105 1993
973 1146 1451
974 1105 1622
974 1676 1940
975 1214 1829
975 1318 1739
976 1046 1576
976 1738 1766
977 1248 1644
978 1365 1649
978 1765 1935
979 1053 1386
980 1137 1472
980 1461 1526
980 1520 1929
981 1450 1664
981 1662 1855
982 1763 1924
983 1518 1564
983 1540 1869
985 986 1949
985 1634 1711
985 1639 1738
986 1324 1868
986 1478 1816
987 1657 1718
988 1048 1667
988 1107 1758
988 1204 1430
988 1476 1708
988 1584 1808
989 1101 1519
990 1308 1525
990 1455 1797
990 1751 1911
991 1079 1942
991 1273 1433
992 1230 1320
992 1269 1335
992 1327 1563
993 1021 1116
994 1030 1151
995 1168 1870
995 1950 1993
996 1125 1582
997 1004 1265
997 1008 1365
997 1332 1883
997 1376 1904
997 1570 1677
998 1234 1600
998 1828 1874
999 1333 1691
1000 1426 1991
1000 1555 1854
1001 1340 1400
1001 1513 1548
1002 1180 1673
1003 1258 1686
1005 1118 1276
1005 1221 1809
1005 1665 1850
1006 1033 1790
1007 1367 1848
1007 1677 1755
1008 1042 1861
1008 1136 1440
1008 1186 1724
1008 1494 1738
1009 1051 1975
1010 1251 1453
1010 1349 1867
1011 1017 1971
1011 1261 1514
1012 1145 1609
1013 1380 1724
1014 1029 1939
1014 1787 1989
1015 1024 1524
1016 1415 1471
1017 1090 1912
1017 1405 1938
1019 1130 1143
1020 1527 1593
1024 1814 1822
1026 1700 1704
1027 1124 1441
1027 1158 1706
1028 1278 1549
1028 1591 1878
1029 1275 1913
1030 1241 1667
1030 1794 1925
1032 1139 1577
1032 1174 1432
1033 1514 1741
1033 1850 1923
1034 1121 1678
1035 1254 1693
1036 1285 1360
1037 1118 1921
1037 1302 1711
1037 1371 1430
1038 1252 1793
1039 1261 1522
1040 1502 1956
1040 1699 1976
1040 1806 1946
1041 1254 1277
1041 1486 1855
1041 1579 1629
1041 1756 1941
1042 1169 1722
1043 1401 1464
1043 1629 1823
1044 1087 1433
1044 1349 1742
1044 1728 1800
1045 1222 1734
1045 1330 1394
1045 1492 1811
1045 1523 1628
1046 1174 1299
1046 1212 1407
1046 1338 1980
1047 1254 1437
1049 1155 1619
1049 1274 1691
1050 1438 1512
1050 1646 1900
1051 1164 1889
1052 1293 1735
1053 1329 1531
1054 1128 1267
1054 1714 1982
1054 1771 1845
1055 1073 1382
1055 1129 1813
1055 1483 1530
1056 1614 1988
1058 1552 1942
1058 1587 1971
1059 1351 1482
1059 1452 1662
1059 1696 1815
1060 1627 1835
1061 1253 1862
1061 1645 1835
1062 1130 1883
1062 1430 1888
1063 1188 1559
1063 1259 1371
1064 1407 1871
1064 1542 1603
1065 1532 1709
1066 1073 1192
1067 1069 1156
1067 1291 1929
1068 1146 1421
1069 1336 1656
1069 1512 1535
1069 1937 1993
1071 1617 1651
1072 1121 1240
1072 1357 1994
1073 1403 1890
1073 1560 1768
1074 1323 1598
1074 1489 1607
1074 1808 1815
1075 1310 1434
1075 1318 1377
1076 1253 1322
1077 1402 1704
1077 1873 1993
1078 1327 1530
1078 1475 1560
1079 1345 1889
1079 1438 1744
1079 1443 1519
1079 1802 1924
1080 1512 1843
1082 1404 1878
1083 1358 1995
1084 1173 1452
1085 1524 1829
1086 1104 1627
1086 1212 1887
1086 1520 1802
1087 1862 1926
1089 1135 1145
1089 1766 1833
1090 1094 1181
1091 1203 1938
1091 1309 1781
1093 1156 1936
1093 1589 1800
1095 1117 1498
1095 1910 1977
1097 1539 1825
1098 1138 1172
1099 1359 1831
1099 1405 1923
1099 1457 1962
1099 1748 1947
1100 1609 1975
1101 1136 1453
1101 1172 1471
1101 1363 1934
1102 1288 1892
1102 1861 1869
1103 1124 1650
1103 1147 1154
1103 1268 1836
1103 1340 1864
1104 1174 1389
1104 1434 1712
1105 1133 1410
1106 1257 1323
1109 1124 1325
1109 1557 1699
1109 1584 1857
1110 1511 1667
1111 1482 1500
1112 1150 1504
1112 1357 1688
1112 1924 1937
1113 1206 1267
1113 1228 1389
1113 1316 1327
1115 1280 1838
1115 1390 1607
1116 1162 1817
1116 1267 1583
1118 1155 1893
1119 1230 1946
1119 1251 1986
1119 1297 1589
1119 1474 1855
1120 1551 1861
1121 1195 1399
1122 1397 1584
1122 1825 1866
1126 1559 1818
1128 1347 1657
1129 1887 1912
1130 1282 1372
1130 1660 1775
1131 1476 1579
1133 1472 1919
1134 1196 1655
1134 1366 1650
1136 1849 1908
1137 1370 1505
1137 1966 1993
1138 1307 1372
1139 1413 1533
1140 1469 1853
1140 1610 1819
1141 1766 1774
1143 1631 1746
1144 1242 1736
1145 1147 1660
1145 1151 1844
1145 1370 1769
1145 1888 1956
1147 1319 1508
1147 1441 1582
1147 1743 1850
1148 1321 1500
1149 1471 1588
1149 1728 1936
1149 1850 1942
1151 1652 1956
1152 1234 1443
1152 1365 1855
1152 1430 1614
1153 1357 1728
1154 1523 1620
1154 1527 1567
1156 1482 1602
1157 1380 1500
1157 1814 1863
1157 1830 1918
1158 1570 1582
1158 1605 1650
1159 1766 1870
1160 1250 1342
1160 1317 1769
1160 1691 1754
1162 1454 1991
1163 1190 1422
1164 1827 1890
1165 1212 1695
1165 1350 1516
1165 1458 1837
1166 1359 1901
1167 1395 1953
1168 1270 1789
1168 1403 1899
1170 1225 1447
1171 1253 1962
1172 1228 1843
1172 1464 1647
1172 1579 1820
1173 1189 1209
1173 1739 1934
1174 1218 1424
1175 1229 1648
1176 1540 1914
1177 1234 1608
1177 1390 1848
1178 1192 1788
1179 1218 1881
1179 1355 1716
1179 1731 1892
1180 1733 1872
1180 1771 1807
1182 1194 1943
1182 1531 1550
1183 1187 1820
1184 1282 1408
1187 1640 1860
1188 1688 1984
1188 1776 1845
1194 1707 1923
1196 1604 1899
1197 1542 1733
1199 1258 1635
1199 1406 1968
1199 1459 1916
1200 1222 1324
1200 1233 1250
1200 1298 1486
1200 1552 1889
1201 1224 1816
1201 1364 1446
1202 1371 1872
1202 1419 1927
1203 1223 1589
1204 1367 1606
1205 1406 1715
1208 1532 1674
1208 1695 1715
1212 1331 1639
1212 1746 1888
1213 1447 1767
1213 1860 1879
1214 1453 1714
1214 1467 1582
1216 1611 1801
1217 1416 1664
1218 1495 1653
1218 1794 1929
1219 1292 1839
1219 1441 1832
1219 1691 1995
1219 1768 1981
1221 1869 1955
1222 1939 1946
1223 1498 1536
1223 1590 1643
1224 1824 1982
1225 1364 1880
1227 1519 1711
1229 1233 1739
1230 1269 1661
1230 1802 1969
1232 1514 1665
1233 1401 1972
1233 1567 1946
1234 1542 1912
1234 1771 1806
1237 1388 1936
1239 1839 1940
1240 1304 1380
1240 1526 1837
1240 1625 1996
1242 1329 1885
1243 1469 1917
1244 1444 1791
1246 1452 1950
1246 1729 1839
1249 1302 1949
1249 1504 1786
1249 1702 1750
1250 1335 1956
1250 1673 1895
1251 1366 1939
1252 1452 1714
1253 1673 1695
1254 1419 1687
1254 1427 1521
1255 1270 1292
1255 1596 1893
1255 1967 1990
1256 1419 1593
1257 1396 1867
1257 1577 1591
1257 1653 1775
1258 1864 1897
1261 1493 1989
1262 1411 1685
1262 1473 1826
1263 1371 1814
1263 1482 1861
1263 1577 1635
1263 1832 1926
1265 1576 1908
1266 1270 1341
1266 1485 1582
1267 1548 1716
1268 1291 1664
1268 1509 1584
1271 1546 1661
1271 1715 1725
1272 1572 1746
1273 1486 1610
1275 1296 1499
1276 1502 1830
1276 1736 1893
1277 1372 1897
1277 1400 1617
1278 1419 1507
1278 1453 1844
1279 1740 1899
1279 1915 1986
1280 1289 1449
1281 1512 1527
1284 1492 1740
1285 1645 1806
1286 1770 1885
1287 1309 1401
1287 1383 1946
1287 1630 1997
1289 1296 1593
1289 1464 1628
1289 1543 1814
1290 1454 1565
1292 1406 1605
1295 1424 1665
1297 1447 1781
1298 1447 1945
1298 1516 1603
1298 1524 1530
1299 1412 1994
1299 1450 1612
1300 1548 1779
1301 1439 1800
1301 1596 1669
1303 1703 1738
1305 1592 1688
1307 1821 1846
1308 1317 1434
1310 1433 1596
1310 1660 1906
1311 1645 1877
1312 1333 1421
1312 1629 1818
1312 1648 1674
1312 1667 1720
1316 1392 1799
1316 1443 1816
1319 1553 1615
1320 1481 1632
1321 1550 1991
1322 1454 1656
1322 1807 1839
1326 1411 1505
1326 1412 1900
1327 1461 1929
1329 1539 1927
1331 1373 1628
1332 1623 1917
1334 1557 1626
1334 1574 1677
1335 1408 1659
1335 1626 1802
1337 1425 1478
1346 1767 1923
1355 1586 1723
1356 1382 1810
1356 1652 1922
1357 1874 1986
1358 1370 1595
1358 1618 1921
1359 1713 1888
1361 1653 1840
1364 1404 1987
1364 1643 1861
1365 1671 1922
1365 1716 1810
1366 1423 1522
1368 1441 1552
1374 1696 1807
1375 1409 1720
1375 1495 1804
1376 1420 1697
1376 1483 1806
1376 1502 1754
1377 1485 1668
1378 1524 1800
1380 1429 1671
1380 1649 1864
1380 1841 1901
1381 1456 1957
1382 1450 1680
1382 1631 1653
1383 1490 1767
1383 1622 1839
1383 1637 1881
1384 1420 1638
1387 1451 1689
1387 1545 1594
1388 1410 1422
1389 1444 1722
1389 1935 1997
1390 1593 1970
1390 1654 1913
1392 1604 1768
1395 1906 1944
1396 1549 1565
1397 1530 1989
1398 1421 1956
1399 1501 1935
1399 1550 1787
1401 1418 1629
1401 1596 1752
1401 1613 1850
1402 1591 1906
1404 1435 1892
1405 1536 1794
1406 1514 1883
1406 1705 1880
1407 1756 1967
1409 1531 1736
1409 1620 1671
1412 1656 1864
1416 1460 1835
1420 1492 1849
1423 1847 1944
1425 1865 1939
1427 1504 1818
1427 1558 1626
1428 1476 1949
1431 1555 1926
1431 1653 1893
1432 1560 1723
1434 1439 1632
1434 1691 1930
1437 1817 1989
1441 1504 1808
1442 1459 1992
1445 1478 1630
1445 1793 1869
1448 1628 1826
1448 1839 1958
1450 1734 1750
1453 1538 1725
1453 1630 1635
1453 1669 1709
1457 1575 1636
1459 1502 1845
1460 1526 1933
1461 1686 1808
1463 1549 1926
1465 1641 1650
1465 1771 1782
1468 1638 1941
1469 1524 1822
1471 1500 1763
1471 1656 1920
1475 1751 1758
1475 1780 1901
1477 1965 1987
1478 1479 1989
1479 1490 1601
1479 1731 1904
1481 1816 1952
1481 1846 1997
1482 1595 1678
1487 1503 1839
1489 1550 1873
1491 1502 1667
1495 1889 1912
1499 1527 1938
1504 1585 1700
1516 1548 1992
1517 1671 1803
1519 1529 1619
1522 1614 1845
1522 1860 1938
1524 1552 1825
1528 1625 1807
1530 1561 1847
1532 1905 1938
1535 1743 1983
1536 1615 1873
1540 1654 1803
1540 1657 1990
1541 1555 1773
1544 1674 1907
1556 1800 1865
1556 1888 1905
1558 1622 1729
1560 1817 1990
1563 1639 1680
1571 1755 1873
1578 1777 1998
1579 1718 1931
1585 1809 1981
1587 1791 1981
1588 1608 1981
1588 1743 1931
1589 1672 1802
1591 1615 1946
1597 1600 1988
1597 1825 1874
1598 1753 1775
1599 1929 1987
1600 1601 1796
1601 1643 1978
1602 1664 1682
1607 1660 1902
1613 1629 1879
1619 1655 1943
1625 1864 1943
1649 1771 1972
1650 1901 1915
1651 1831 1944
1653 1769 1914
1656 1783 1843
1659 1703 1768
1664 1821 1842
1672 1853 1893
1695 1706 1984
1695 1760 1969
1698 1834 1971
1703 1722 1881
1707 1901 1956
1710 1950 1958
1737 1761 1901
1742 1851 1902
1743 1854 1860
1743 1889 1914
1750 1793 1924
1752 1846 1986
1767 1865 1928
1773 1778 1861
1785 1827 1926
1812 1904 1928
1827 1863 1884
1834 1991 1994
1841 1960 1982
1842 1873 1999
1846 1885 1940
1887 1945 1994
1901 1902 1998
